iter	Passed	Remaining
159	490	2573
160	491	2559
161	492	2546
162	493	2534
163	494	2522
164	496	2510
165	498	2502
166	499	2491
167	500	2480
168	502	2470
169	504	2461
170	505	2451
171	506	2440
172	508	2431
173	510	2421
174	511	2411
175	513	2401
176	514	2391
177	515	2381
178	517	2371
179	518	2361
180	519	2351
181	521	2341
182	522	2331
183	523	2322
184	524	2312
185	526	2303
186	527	2294
187	529	2285
188	530	2277
189	532	2268
190	533	2259
191	534	2250
192	536	2241
193	537	2232
194	538	2224
195	540	2215
196	541	2207
197	543	2202
198	545	2195
199	547	2188
200	548	2181
201	550	2173
202	551	2165
203	552	2157
204	554	2150
205	556	2144
206	558	2137
207	559	2130
208	560	2122
209	562	2114
210	563	2106
211	564	2098
212	565	2090
213	567	2083
214	568	2075
215	569	2067
216	571	2060
217	572	2054
218	574	2047
219	575	2039
220	576	2032
221	577	2025
222	579	2018
223	580	2011
224	582	2004
225	583	1997
226	584	1990
227	586	1985
228	588	1979
229	589	1972
230	590	1965
231	591	1958
232	592	1950
233	593	1943
234	594	1936
235	595	1928
236	596	1920
237	597	1912
238	598	1905
239	599	1898
240	600	1892
241	602	1885
242	603	1878
243	604	1871
244	605	1864
245	606	1859
246	607	1852
247	608	1845
248	609	1838
249	610	1831
250	611	1824
251	612	1817
252	613	1811
253	614	1804
254	615	1798
255	616	1792
256	617	1785
257	618	1778
258	619	1772
259	620	1765
260	621	1759
261	622	1752
262	623	1746
263	624	1740
264	625	1733
265	625	1727
266	626	1721
267	628	1716
268	630	1712
269	631	1707
270	632	1701
271	633	1695
272	634	1689
273	635	1683
274	636	1677
275	637	1671
276	638	1665
277	638	1659
278	639	1653
279	640	1647
280	641	1642
281	642	1636
282	643	1630
283	644	1624
284	645	1619
285	646	1613
286	647	1608
287	648	1602
288	649	1597
289	650	1591
290	651	1587
291	652	1581
292	653	1575
293	654	1570
294	654	1565
295	655	1559
296	656	1554
297	657	1549
298	658	1544
299	659	1539
300	660	1534
301	661	1529
302	662	1523
303	663	1518
304	664	1513
305	665	1508
306	666	1503
307	666	1498
308	668	1493
309	669	1489
310	670	1485
311	671	1480
312	672	1475
313	672	1470
314	673	1465
315	675	1461
316	675	1456
317	677	1452
318	677	1447
319	678	1442
320	679	1438
321	680	1433
322	681	1428
323	682	1424
324	683	1420
325	684	1415
326	685	1411
327	686	1406
328	687	1402
329	688	1397
330	690	1395
331	691	1391
332	692	1386
333	693	1382
334	694	1378
335	695	1373
336	696	1370
337	697	1366
338	698	1361
339	699	1357
340	700	1353
341	701	1349
342	702	1344
343	702	1340
344	704	1337
345	705	1333
346	706	1329
347	707	1325
348	708	1320
349	708	1316
350	709	1312
351	711	1309
352	712	1306
353	713	1302
354	714	1298
355	715	1294
356	716	1290
357	717	1286
358	719	1283
359	720	1280
360	721	1276
361	722	1272
362	723	1269
363	724	1266
364	725	1262
365	726	1258
366	727	1254
367	728	1251
368	729	1247
369	730	1243
370	731	1239
371	732	1235
372	733	1232
373	734	1228
374	735	1225
375	735	1221
376	736	1217
377	737	1213
378	738	1210
379	739	1207
380	740	1203
381	741	1199
382	742	1195
383	743	1192
384	744	1188
385	744	1184
386	745	1181
387	746	1177
388	747	1174
389	748	1171
390	749	1168
391	750	1164
392	751	1161
393	752	1157
394	753	1154
395	754	1151
396	755	1147
397	756	1144
398	757	1141
399	758	1137
400	759	1134
401	760	1131
402	761	1127
403	762	1124
404	763	1122
405	764	1118
406	765	1115
407	766	1112
408	767	1109
409	768	1106
410	769	1103
411	770	1100
412	771	1097
413	772	1094
414	773	1090
415	774	1087
416	775	1084
417	776	1081
418	778	1078
419	779	1076
420	780	1073
421	781	1070
422	783	1068
423	784	1065
424	785	1062
425	787	1060
426	788	1057
427	789	1055
428	791	1052
429	793	1051
430	794	1049
431	796	1046
432	797	1044
433	799	1043
434	801	1040
435	802	1038
436	803	1035
437	805	1033
438	806	1031
439	808	1029
440	810	1027
441	812	1025
442	813	1023
443	815	1020
444	816	1018
445	817	1015
446	819	1014
447	821	1011
448	822	1009
449	824	1007
450	825	1005
451	827	1003
452	829	1001
453	830	998
454	832	996
455	833	994
456	834	991
457	836	989
458	838	988
459	840	987
460	843	986
461	845	985
462	847	982
463	848	980
464	850	978
465	851	975
466	853	974
467	856	973
468	857	970
469	858	968
470	859	965
471	861	963
472	862	960
473	863	958
474	864	955
475	865	953
476	866	950
477	868	948
478	870	947
479	872	945
480	874	943
481	876	941
482	877	939
483	879	937
484	880	935
485	882	932
486	883	930
487	884	928
488	886	926
489	887	924
490	889	921
491	890	919
492	892	917
493	893	914
494	894	912
495	895	910
496	896	907
497	898	905
498	899	903
499	901	901
500	902	898
501	903	896
502	904	893
503	905	891
504	906	888
505	908	887
506	909	884
507	910	882
508	911	879
509	913	877
510	914	874
511	915	872
512	916	869
513	917	867
514	918	864
515	919	862
516	920	860
517	922	857
518	923	856
519	924	853
520	925	851
521	926	848
522	928	846
523	929	844
524	930	841
525	931	839
526	932	836
527	933	834
528	934	831
529	935	829
530	936	826
531	937	824
532	938	821
533	939	819
534	939	816
535	940	814
536	942	812
537	943	809
538	944	807
539	945	805
540	946	802
541	947	800
542	948	798
543	949	795
544	950	793
545	950	790
546	951	788
547	952	785
548	953	783
549	954	781
550	955	778
551	956	776
552	958	774
553	959	772
554	960	769
555	960	767
556	961	765
557	962	762
558	963	760
559	964	757
560	965	755
561	966	753
562	967	751
563	968	748
564	969	746
565	970	743
566	971	741
567	972	739
568	973	737
569	974	735
570	975	733
571	976	730
572	977	728
573	978	726
574	979	723
575	980	721
576	981	719
577	981	716
578	982	714
579	983	712
580	984	709
581	985	707
582	986	705
583	987	703
584	988	701
585	989	698
586	990	696
587	991	694
588	991	692
589	992	689
590	993	687
591	994	685
592	995	683
593	996	681
594	997	678
595	998	676
596	999	674
597	1000	672
598	1000	670
599	1002	668
600	1003	665
601	1004	663
602	1004	661
603	1005	659
604	1006	657
605	1007	655
606	1008	652
607	1009	650
608	1010	648
609	1011	646
610	1012	644
611	1013	642
612	1014	640
613	1015	638
614	1015	635
615	1017	634
616	1018	632
617	1019	630
618	1020	628
619	1021	625
620	1022	623
621	1022	621
622	1023	619
623	1024	617
624	1025	615
625	1026	613
626	1027	611
627	1028	609
628	1029	607
629	1030	605
630	1031	603
631	1032	601
632	1033	599
633	1034	597
634	1035	595
635	1036	593
636	1037	591
637	1038	589
638	1038	586
639	1039	584
640	1040	582
641	1041	580
642	1042	578
643	1042	576
644	1043	574
645	1044	572
646	1045	570
647	1046	568
648	1047	566
649	1048	564
650	1049	562
651	1050	560
652	1051	558
653	1052	556
654	1053	554
655	1054	552
656	1054	550
657	1055	548
658	1056	546
659	1057	544
660	1058	542
661	1059	540
662	1060	538
663	1061	537
664	1062	535
665	1063	533
666	1064	531
667	1065	529
668	1065	527
669	1066	525
670	1067	523
671	1068	521
672	1069	519
673	1070	517
674	1071	515
675	1072	513
676	1073	512
677	1074	510
678	1075	508
679	1076	506
680	1077	504
681	1078	502
682	1079	501
683	1080	499
684	1081	497
685	1082	495
686	1082	493
687	1083	491
688	1084	489
689	1085	487
690	1086	485
691	1087	484
692	1090	483
693	1094	482
694	1096	481
695	1098	479
696	1100	478
697	1102	476
698	1106	476
699	1107	474
700	1109	473
701	1110	471
702	1112	469
703	1113	468
704	1114	466
705	1115	464
706	1116	462
707	1118	461
708	1119	459
709	1120	457
710	1121	455
711	1122	454
712	1123	452
713	1124	450
714	1125	448
715	1126	446
716	1127	445
717	1128	443
718	1129	441
719	1130	439
720	1132	438
721	1133	436
722	1134	434
723	1135	432
724	1136	431
725	1137	429
726	1140	428
727	1141	426
728	1142	424
729	1143	422
730	1144	421
731	1145	419
732	1146	417
733	1146	415
734	1148	413
735	1149	412
736	1150	410
737	1151	408
738	1152	406
739	1153	405
740	1154	403
741	1154	401
742	1155	399
743	1156	397
744	1157	396
745	1158	394
746	1159	392
747	1160	390
748	1160	389
749	1161	387
750	1162	385
751	1163	383
752	1164	382
753	1165	380
754	1166	378
755	1167	376
756	1168	375
757	1169	373
758	1170	371
759	1171	369
760	1172	368
761	1173	366
762	1173	364
763	1174	362
764	1175	361
765	1176	359
766	1177	357
767	1178	356
768	1179	354
769	1180	352
770	1181	351
771	1182	349
772	1183	347
773	1184	345
774	1185	344
775	1186	342
776	1187	340
777	1188	339
778	1188	337
779	1189	335
780	1190	333
781	1191	332
782	1192	330
783	1193	328
784	1194	327
785	1195	325
786	1196	323
787	1197	322
788	1198	320
789	1199	318
790	1200	317
791	1201	315
792	1202	313
793	1203	312
794	1203	310
795	1204	308
796	1205	307
797	1206	305
798	1207	303
799	1209	302
800	1210	300
801	1210	298
802	1211	297
803	1212	295
804	1213	293
805	1214	292
806	1215	290
807	1216	289
808	1217	287
809	1218	285
810	1219	284
811	1219	282
812	1220	280
813	1221	279
814	1222	277
815	1224	276
816	1225	274
817	1226	272
818	1227	271
819	1228	269
820	1229	267
821	1230	266
822	1231	264
823	1231	263
824	1232	261
825	1233	259
826	1234	258
827	1235	256
828	1236	255
829	1237	253
830	1238	251
831	1239	250
832	1240	248
833	1241	247
834	1242	245
835	1243	243
836	1244	242
837	1245	240
838	1246	239
839	1247	237
840	1247	235
841	1248	234
842	1249	232
843	1250	231
844	1252	229
845	1253	228
846	1254	226
847	1255	225
848	1256	223
849	1257	221
850	1258	220
851	1259	218
852	1260	217
853	1261	215
854	1262	214
855	1263	212
856	1264	210
857	1265	209
858	1266	207
859	1267	206
860	1268	204
861	1269	203
862	1270	201
863	1271	200
864	1272	198
865	1273	197
866	1274	195
867	1275	194
868	1276	192
869	1278	191
870	1279	189
871	1281	188
872	1282	186
873	1283	185
874	1284	183
875	1285	181
876	1286	180
877	1288	178
878	1289	177
879	1290	175
880	1292	174
881	1293	173
882	1294	171
883	1295	169
884	1297	168
885	1298	167
886	1299	165
887	1300	164
888	1301	162
889	1302	160
890	1303	159
891	1304	157
892	1305	156
893	1306	154
894	1306	153
895	1307	151
896	1308	150
897	1309	148
898	1310	147
899	1311	145
900	1312	144
901	1313	142
902	1314	141
903	1315	139
904	1316	138
905	1317	136
906	1318	135
907	1319	133
908	1320	132
909	1321	130
910	1322	129
911	1322	127
912	1323	126
913	1324	124
914	1325	123
915	1326	121
916	1327	120
917	1328	118
918	1329	117
919	1330	115
920	1330	114
921	1331	112
922	1332	111
923	1333	109
924	1334	108
925	1335	106
926	1336	105
927	1337	103
928	1338	102
929	1339	100
930	1340	99
931	1341	97
932	1342	96
933	1343	94
934	1344	93
935	1344	91
936	1345	90
937	1346	89
938	1347	87
939	1348	86
940	1350	84
941	1351	83
942	1352	81
943	1353	80
944	1354	78
945	1355	77
946	1356	75
947	1357	74
948	1358	73
949	1359	71
950	1360	70
951	1361	68
952	1362	67
953	1362	65
954	1363	64
955	1364	62
956	1365	61
957	1366	59
958	1367	58
959	1368	57
960	1368	55
961	1369	54
962	1370	52
963	1371	51
964	1372	49
965	1373	48
966	1374	46
967	1375	45
968	1376	44
969	1377	42
970	1378	41
971	1379	39
972	1379	38
973	1380	36
974	1381	35
975	1382	33
976	1383	32
977	1384	31
978	1384	29
979	1385	28
980	1386	26
981	1387	25
982	1388	24
983	1389	22
984	1390	21
985	1391	19
986	1392	18
987	1393	16
988	1394	15
989	1395	14
990	1395	12
991	1396	11
992	1397	9
993	1398	8
994	1399	7
995	1400	5
996	1402	4
997	1402	2
998	1403	1
999	1404	0
